place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability
ChIJO3oNre7qwjsRhK8EKrygx94,राधिका लेडिज शॉपी,18.4555972,73.8714494,3.0,1,60.0,0,10,Low,64800,Low
ChIJnaUSgubrwjsRZHS8wtWr3HE,Nav Durga Readymade,18.4557823,73.8726404,5.0,1,100.0,1,10,Low,108000,Low
ChIJsbF3tWHrwjsR614SNOS-zjs,Ghoomar Ladies Shop,18.4556045,73.8712274,5.0,12,100.0,1,10,Low,108000,Low
ChIJn85xlMzrwjsR3i58wuZWESM,THE TREND,18.4555471,73.87112619999999,5.0,1,100.0,1,10,Low,108000,Low
ChIJ28mpbfTrwjsRTlJ61E_U5so,PUROHIT COLLECTION,18.4555945,73.87087369999999,4.0,4,80.0,1,10,Low,86400,Low
ChIJZTHG3YrrwjsRoQbVAe80TyU,Maharanis Emporium,18.4554241,73.8708441,3.3,13,66.0,0,10,Low,71279,Low
ChIJ8YSfucfrwjsRSFY8hj6T9SI,"Drishti Creation – Ladies, Gents & Kids Wear",18.455392,73.87062370000001,4.9,27,98.0,1,10,Medium,105840,Low
ChIJ-e9AegjrwjsRiJ-frHMGBdE,Shet'lok Men's Wear,18.4555064,73.87339229999999,5.0,2,100.0,1,10,Low,108000,Low
ChIJocjSJuLrwjsRXvzJN0KvPQo,PJSB BABULAL TARARAM PARMAR,18.455075,73.87335510000001,5.0,1,100.0,1,10,Low,108000,Low
ChIJt2XwbOvrwjsRupXcFDMi3vA,Baby care 53,18.455289,73.87358689999999,5.0,1,100.0,1,10,Low,108000,Low
ChIJiTIVorLrwjsRwqJSccyrjL4,Vaishnavi’s New The Clothing Palette,18.4579915,73.8710115,4.9,13,98.0,1,10,Low,105840,Low
ChIJx3g65xXrwjsRGmUGFwLpsb0,Shreyash Collection,18.4558069,73.8741084,4.0,1,80.0,1,10,Low,86400,Low
ChIJCeAQGubqwjsRbIyVvk7r9Kg,Liberty Men's Wear,18.4562916,73.86931349999999,3.9,9,78.0,0,10,Low,84240,Low
ChIJbxvU6VXqwjsR3uqjrsdgO_w,Techno Circuit System,18.4454238,73.8904421,4.4,26,88.0,1,10,Medium,237600,Medium
ChIJ7QiIYJzqwjsRyKnLqyRu56s,Aarihant Electronics,18.4808292,73.87419799999999,4.9,23,98.0,1,10,Medium,264600,Medium
ChIJ3VVlWZzqwjsRw0-9wntsegc,Reliance Digital Express Mini,18.4812048,73.873786,3.5,250,70.0,0,17,High,321300,Medium
ChIJYWXFp2XAwjsRjMgh9pBMalg,Guru Infotech,18.4808206,73.8628805,4.8,98,96.0,1,10,Medium,259200,Medium
ChIJBS-zkKbqwjsRWhsbSJxyBac,Music Hut,18.4788651,73.8577148,3.7,3,74.0,0,10,Low,199800,Low
ChIJTzFjSx3rwjsR0VCXsGphhCs,Chinmaay Hawaldar Photography,18.4561939,73.8712989,5.0,4,100.0,1,10,Low,270000,Medium
ChIJx8Ylpe7qwjsRsxCnpg3Iq8Y,"GURUKRUPA ELECTRONICS, FURNITURE",18.45561619999999,73.87220429999999,4.0,31,80.0,1,10,Medium,216000,Medium
ChIJlYhZUH7rwjsRQcrVbsn9YXQ,स्वन॔ लक्ष्य सेल्यु लर,18.4557777,73.8726685,4.0,2,80.0,1,10,Low,216000,Medium
ChIJCysrM3XrwjsRaehDFuRZyho,Balaji Communicatio,18.4549906,73.8701411,4.8,6,96.0,1,10,Low,259200,Medium
ChIJVVVVpevqwjsRrWuBn5QwNGs,Balaji Electronics & Appliances,18.4562471,73.8696836,4.5,4,90.0,1,10,Low,243000,Medium
ChIJfW9v55vrwjsRUEjlF3N_QYY,Kartik Enterprises,18.4581518,73.8709592,5.0,3,100.0,1,10,Low,270000,Medium
ChIJg69n8XXrwjsR1acmq6GxVCs,SD Enterprises,18.4574364,73.87429809999999,2.0,1,40.0,0,10,Low,108000,Low
ChIJxZe9f2PrwjsRInlGj8E0cIc,Muktai computer,18.457727,73.8687944,4.8,17,96.0,1,10,Low,259200,Medium
ChIJqSACgOnqwjsRFEUywJAR9HA,Computer and Laptop shop,18.4558946,73.86835959999999,4.0,13,80.0,1,10,Low,216000,Medium
ChIJ09Q04A3rwjsRA6g7WP89PCw,sushant genset,18.4532749,73.87389329999999,4.0,2,80.0,1,10,Low,216000,Medium
ChIJzfxGKHfrwjsRktza3PvYaj8,Sai Electrical And Electronic,18.4531863,73.87382389999999,5.0,3,100.0,1,10,Low,270000,Medium
ChIJ9VgcO_7rwjsRDsHvoZMGt-k,Suprabhat Enterprises,18.4535763,73.8747187,4.6,7,92.0,1,10,Low,248399,Medium
ChIJBWN5WenqwjsROQo6CAFBtZ4,Infotek Computers,18.4554601,73.8678652,4.9,11,98.0,1,10,Low,264600,Medium
ChIJpQy-O-vqwjsR0gQj1p8SGBY,SAGAR ELECTRONICS,18.46082639999999,73.869374,3.0,1,60.0,0,10,Low,162000,Low
ChIJEXx2mmXrwjsRL4DLvkgKE_4,SHREE VENKATESH ELECTRONICS UPPER R.G NAGAR,18.4610586,73.86973189999999,5.0,2,100.0,1,10,Low,270000,Medium
ChIJCT7fOevqwjsRjcD-eMMbNVc,Akshara electronics and furniture,18.4611855,73.8696203,1.0,1,20.0,0,10,Low,54000,Low
ChIJG4ghm6LrwjsRNa4z5WhJIsg,SS Electronics,18.4608022,73.86867529999999,4.5,38,90.0,1,10,Medium,243000,Medium
ChIJ9QuAccvrwjsRcL6dRXT-cF4,JioMart Digital: Ss Electronics,18.4608045,73.8686319,5.0,3,100.0,1,10,Low,270000,Medium
ChIJZxlOHgDrwjsR3TwC36nlu-w,New Smart Fit Accessories,18.45751719999999,73.8778093,5.0,13,100.0,1,10,Low,270000,Medium
ChIJlyy-JevqwjsRy3p4uyj56BE,New SR Fast Foto,18.46078,73.8677762,3.3,4,66.0,0,10,Low,178199,Low
ChIJNXEGvU7rwjsRW6LM2QbVNbQ,DroneCulture,18.4512951,73.87588079999999,5.0,3,100.0,1,10,Low,270000,Medium
ChIJx3GYguXqwjsRc79KuEqPzAk,Soni Electronics And Electricals,18.45009529999999,73.8742117,4.6,9,92.0,1,10,Low,248399,Medium
ChIJzQ01oX3qwjsRFrm51cXX1aI,Apurva Chemist,18.478137,73.8906762,4.4,9,88.0,1,10,Low,19800,Low
ChIJbwc8kVnqwjsR5sb00v_mtIk,Electronet Equipments Private Limited,18.4543937,73.893732,4.1,88,82.0,1,10,Medium,36900,Low
ChIJV1VVVe7qwjsRbPNPb2fGtfg,Mandar Food Products,18.4645901,73.8909192,4.4,60,88.0,1,10,Medium,39600,Low
ChIJAQAAAD3qwjsRTLi1TUXD2f0,Geometric Steels Rollforming Pvt Ltd.,18.46361289999999,73.9044554,4.5,36,90.0,1,10,Medium,40500,Low
ChIJE6zdVFfqwjsRDKfbkbUR-C0,Adroit Systems,18.4522459,73.89474059999999,4.4,10,88.0,1,10,Low,39600,Low
ChIJD00TwpzqwjsR9S-6yAeuxt8,Trendz Furniture,18.4499141,73.9017764,4.2,1891,84.0,1,163,High,616140,High
ChIJq6qqqu_qwjsR3z0N0N36lQI,Ganesh Engineering Works,18.448771,73.8978633,4.2,5,84.0,1,10,Low,37800,Low
ChIJG0oPCdDBwjsRwhkXmscRYYU,F1 Solution,18.4606797,73.9128963,4.4,46,88.0,1,10,Medium,237600,Medium
ChIJYWXFp2XAwjsRaTqPdNhLucY,Fiesta Bakers & Confectioners,18.4553038,73.89585900000002,4.5,15,90.0,1,10,Low,12150,Low
ChIJWfJN3vHqwjsRf2Fjo0ojRkY,Parshuram Generators,18.4460808,73.8929644,4.7,41,94.0,1,10,Medium,42300,Low
ChIJYWXFp2XAwjsR3AZY0udzhog,Ameya Flexo Printers,18.4476415,73.8920409,4.1,12,82.0,1,10,Low,36900,Low
ChIJ3XAd8kLqwjsRXPAHViD57fo,De Kettle Cafe,18.463427,73.903267,4.1,408,82.0,1,34,High,125459,Low
ChIJWbUrsHDqwjsRTVqSRxPRoLE,Sunbird Interiors,18.4635076,73.9087638,4.7,23,94.0,1,10,Medium,42300,Low
ChIJVVVVJUHAwjsRURGLtn2RJFw,M P Tv Corporation,18.4551612,73.9098068,3.9,15,78.0,0,10,Low,210600,Medium
ChIJb5JpQYDqwjsRQhksMHyZzvU,Arihant Enterprises Roca Parryware,18.4527204,73.8940966,2.9,15,58.0,0,10,Low,26100,Low
ChIJq6qqWnrAwjsR4_WpGeUYmns,Apexa Enterprises,18.4580473,73.8930783,4.3,23,86.0,1,10,Medium,38700,Low
ChIJVVVVJUHAwjsReFBXcupw4Sg,FM Arts Furniture,18.4542321,73.891742,4.0,29,80.0,1,10,Medium,36000,Low
ChIJ8QZOTlDqwjsR6T1U2zvDKoA,Shri Balaji Plasters/Gypsure Plus White Gypsum/Imported Gypsum/White Gypsum/POP,18.4526513,73.911227,4.3,4,86.0,1,10,Low,38700,Low
ChIJAQAAAFTqwjsRUdwC9Qp_Y70,PMVR Logistic & International Packers,18.4666692,73.8919564,4.5,2,90.0,1,10,Low,40500,Low
ChIJyxmD2OvqwjsRiGGgg25RrJs,Bhargav's Edge,18.4531577,73.90105729999999,5.0,2,100.0,1,10,Low,45000,Low
ChIJv7QTsufqwjsRihbm7DATKMc,DMR Mini Washing Machines - Lakshmi Electronics,18.4521418,73.89876819999999,4.2,75,84.0,1,10,Medium,37800,Low
ChIJI31_L1DqwjsR4ypt7FD47B8,Yash Furniture,18.4507467,73.9000539,3.7,217,74.0,0,16,High,53280,Low
ChIJgeGVw07qwjsRAw-xhbsl8-4,Isenberg India Private Limited,18.4505629,73.9061677,3.7,26,74.0,0,10,Medium,33300,Low
ChIJayOkuE7qwjsRYIobEZdc1Wk,Furniture Plus - Office Chair Manufacturer and Supplier,18.4495976,73.9034193,4.7,6,94.0,1,10,Low,42300,Low
ChIJaSE4xlHqwjsRqE4zi6UQ8LY,Campus Sigma - E-learning,18.451522,73.897553,2.8,4,56.0,0,10,Low,25199,Low
ChIJ7a2bNYjqwjsRZJ3VLeVCIiw,Global Enterprises,18.4508834,73.89644090000002,4.6,18,92.0,1,10,Low,41400,Low
ChIJU6JrPUHAwjsRz96er3v-d_c,Eurostyle Kitchens And Interiors,18.4560183,73.9129726,4.8,59,96.0,1,10,Medium,43200,Low
ChIJOz5ou1nqwjsRPwst8AZhm78,New Poona Cotton Factory,18.4521967,73.89393439999999,4.4,60,88.0,1,10,Medium,39600,Low
ChIJKdhoPzvqwjsRZ7_jciLR-r0,KSR EYEWEAR,18.4551354,73.913504,4.9,28,98.0,1,10,Medium,44100,Low
ChIJRcQPK0DqwjsRq4wVewoHlFA,Ksr Eyewear Undri,18.4628706,73.9112602,4.4,16,88.0,1,10,Low,39600,Low
ChIJWRgvjRXqwjsRskYu1lD2Txk,Monginis Cake Shop,18.4547426,73.9137752,4.1,52,82.0,1,10,Medium,11070,Low
ChIJwaqqWj_qwjsRmPV9Vt6kK3A,KRUSHNA MOBILE SHOPEE,18.4610269,73.9128223,4.9,9,98.0,1,10,Low,44100,Low
ChIJT2fbVUXqwjsR6qsi4lYcIZQ,nd's Office Systems,18.4457742,73.9046692,4.8,38,96.0,1,10,Medium,43200,Low
ChIJDwT4ZXDqwjsRVVf6UuqVu70,Compuline,18.4659346,73.9166657,4.7,775,94.0,1,74,High,1878120,High
ChIJyfmhj2nqwjsRq7LUIQqQlm4,DMart,18.4671002,73.90623490000002,4.3,9409,86.0,1,831,High,3215970,High
ChIJxwFNIkrqwjsRebxSMAEuDyU,Arya Omnitalk,18.4477187,73.91081849999999,4.6,16,92.0,1,10,Low,248399,Medium
ChIJ8yfUy0nqwjsRzzv1Q5ZSCPs,GRC SYSTEMS Office Furniture Manufactuers & Suppliers In Pune,18.4472348,73.9104326,4.3,120,86.0,1,10,High,38700,Low
ChIJI6lGeUDqwjsRq0cQKEOcaTg,CARS24 Elite : J T Motors (Used Car),18.4591273,73.89063399999999,4.1,17,82.0,1,10,Low,36900,Low
ChIJM4ywrGHqwjsR42sA_6mUyTQ,RAJ MODULAR KITCHENS,18.4648754,73.89391119999999,4.7,9,94.0,1,10,Low,42300,Low
ChIJ3Q2T4UbqwjsRg0HsUg9LMTc,Comfort World,18.44994969999999,73.9149309,4.9,105,98.0,1,10,High,44100,Low
ChIJFTgzDvbqwjsRV1kE-e8xpdM,Raj Medical,18.45708,73.887974,4.0,1,80.0,1,10,Low,18000,Low
ChIJcRJCG2bqwjsR-pLWxL4m5t8,HAFELE,18.469927,73.9000574,4.4,34,88.0,1,10,Medium,39600,Low
ChIJTeBDmo7BwjsRkbOsycFsD7s,AnyBodyCanBake,18.4569353,73.91789899999999,4.8,32,96.0,1,10,Medium,43200,Low
ChIJ8YCuCPbqwjsRdS9XyGmTm4Q,Mahalaxmi Steel Centre,18.4573577,73.8881917,4.2,5,84.0,1,10,Low,37800,Low
ChIJ5WMG2nDqwjsRDQIEUuASinI,Cafe Munchies n' more,18.4444774,73.8937078,4.2,116,84.0,1,10,High,30240,Low
ChIJtdg92zbqwjsRS2-ftSL_7ek,omkar enterprises granite marble kadappa Tandur Kota wall tiles and floor sanitaryware bath fittings handewadi undri katraj,18.45085629999999,73.91800040000001,4.4,18,88.0,1,10,Low,39600,Low
ChIJ6wAsbbG_wjsRYUTpjXjM14k,Recomix Studio Pvt. Ltd.,18.4461487,73.91609009999999,4.2,30,84.0,1,10,Medium,37800,Low
ChIJO_oXe0eVwjsRAuCYX6dIuOA,"Oswal Granite - Largest Collection of Granite, Marble and Quartz in Pune",18.4514956,73.9193188,4.4,167,88.0,1,15,High,59400,Low
ChIJG6NgPPfqwjsRWhXzSpH7xtM,MOHSIN SIGNS,18.4539761,73.8861378,3.7,33,74.0,0,10,Medium,33300,Low
ChIJ7ZBQmWXqwjsRRcnv3m3DtY8,Dorabjee's NIBM,18.472682,73.899576,4.5,4473,90.0,1,413,High,1672650,High
ChIJvaP3Kn3qwjsRAwlsBVY9mh8,Shahadah Designer Boutique,18.4755537,73.89178620000001,3.8,514,76.0,0,40,High,328320,Medium
ChIJFX-9ocHrwjsRQYiwNxvbo3U,Meera Crystal,18.4597491,73.9083557,5.0,2,100.0,1,10,Low,45000,Low
ChIJM_6VW6vrwjsR8GBG2R5fpno,Aashirwad Furniture Mall,18.4492104,73.9053421,4.2,37,84.0,1,10,Medium,37800,Low
ChIJkbbpYyjrwjsReAFQdPFhAx8,"Zudio - Golden Court, Pune",18.4631022,73.90680909999999,4.2,892,84.0,1,76,High,689472,High
ChIJfc2ufW_rwjsRO21AjPkfYp8,Peter England outlet,18.4635388,73.90847120000001,4.4,48,88.0,1,10,Medium,39600,Low
ChIJv-bESVzrwjsRlf9MCm_gYYw,Decoreplanner.pune,18.4562128,73.9129452,4.2,217,84.0,1,18,High,68040,Low
ChIJ0_yB1STrwjsRtrr39pOAEBE,Patanjali Arogya Kendra,18.460017,73.912545,3.8,39,76.0,0,10,Medium,34200,Low
ChIJLfWnBuPrwjsRS0g4AoaDiQ8,Shree Sai trading,18.4546668,73.9140649,5.0,7,100.0,1,10,Low,45000,Low
ChIJLS-UfkDqwjsRRB9KotKPCcM,Crown plaza commercial complex,18.462911,73.91217030000001,4.2,78,84.0,1,10,Medium,37800,Low
ChIJe6SvY2jqwjsRQJes4qXKY_M,Clover Hills Plaza,18.4674459,73.9014928,4.2,1699,84.0,1,146,High,551880,High
ChIJRX_Dw8brwjsRaJCuTysPbK4,Dorabjee paradise commercial arcade,18.4663335,73.9085192,4.1,15,82.0,1,10,Low,36900,Low
ChIJndd_RLvrwjsRx5LWxbkYYH8,Royale Heritage Mall,18.4674246,73.90595929999999,4.1,5435,82.0,1,457,High,1686330,High
ChIJI0-1e_rrwjsR4YCW0va60gg,Uru digital hub,18.4493752,73.9128384,4.8,4,96.0,1,10,Low,43200,Low
ChIJZYfWI2bqwjsRM1b6lUPvdxM,GOLDEN SANDS COMMERCIAL BUILDING,18.4686244,73.90033009999999,4.7,12,94.0,1,10,Low,42300,Low
ChIJyUylaQDrwjsRNrNaRZ8sQ2E,Sofa furniture best Pune public,18.446,73.8953,5.0,1,100.0,1,10,Low,45000,Low
ChIJBwhqpATrwjsRHINpTvR_7FM,Swarn jewellery,18.4687611,73.9059973,4.8,4,96.0,1,10,Low,43200,Low
ChIJ1f6jG2bqwjsRAHJVM9ftH8o,BIZZBAY Mall,18.4693243,73.90017929999999,3.8,268,76.0,0,20,High,68400,Low
ChIJSZh9tD_qwjsR5QhfvEYXeUo,Geeta Complex (The Hub),18.4641685,73.915285,4.5,558,90.0,1,51,High,206550,Medium
ChIJ-57e8SnrwjsRO3i1VVZlwRQ,The Empress Trading Company,18.4700893,73.89952029999999,4.0,1,80.0,1,10,Low,36000,Low
ChIJKTGp3nnrwjsRHUevZUDMrmE,Laavendur Artifacts Studio,18.44517129999999,73.8934682,4.9,174,98.0,1,17,High,74970,Low
ChIJb-a6XoDrwjsR9pGnR6ti7mY,BASKIN ROBBINS BR,18.455545,73.92021249999999,5.0,1,100.0,1,10,Low,45000,Low
ChIJAQAAAI3BwjsRScUvaGvPZMg,"JH Group - Hotels, Malls & Retail Consultants",18.470568,73.9137611,4.5,2,90.0,1,10,Low,40500,Low
ChIJFcgtcmDrwjsRl3FTdY1khZ4,AMC Avenue,18.4714353,73.9126488,4.7,32,94.0,1,10,Medium,42300,Low
ChIJzSp16DDrwjsRdkURfDLN3Jw,SNITCH - TRIBECA,18.4758653,73.9086768,4.8,1844,96.0,1,181,High,781920,High
ChIJqYFQVN3rwjsRBsWmECOzeQA,Max,18.4758934,73.90883529999999,2.7,20,54.0,0,10,Medium,58320,Low
ChIJO-k_ObbrwjsR49owICM_cCQ,"SWEET DREAMS - Tribeca High Street, Pune",18.476476,73.9082299,4.9,31,98.0,1,10,Medium,105840,Low
ChIJE-Ykk3nrwjsRyxIaE_XuN9M,"Westside - NIBM, Pune",18.4764229,73.9086007,4.0,118,80.0,1,10,High,86400,Low
ChIJB26O_wnrwjsR5Jcp6r9okuI,Spykar,18.4767093,73.9084062,4.5,2,90.0,1,10,Low,97200,Low
ChIJa-SHaOjrwjsRi0SmnPsBGm8,Tribeca Highstreet,18.476941,73.9082244,4.6,926,92.0,1,87,High,360180,Medium
ChIJf6vm3HrqwjsRr-6dLKojWR8,Kustom Koats,18.4771692,73.898671,4.2,6,84.0,1,10,Low,37800,Low
ChIJC-5JYQDrwjsRxS1sFuccXR8,Capital Mall,18.4754725,73.8918001,4.4,31,88.0,1,10,Medium,39600,Low
ChIJTzPiZHDqwjsRFOq2EhpXHoE,GANGA PLAZA,18.47851229999999,73.9015672,4.0,1,80.0,1,10,Low,36000,Low
ChIJnVmOYnvqwjsR_L5Kw_7V2XQ,Manish Plaza,18.4774632,73.8950114,3.6,78,72.0,0,10,Medium,32400,Low
ChIJO0JZ4a3rwjsRTFc4kL06ftk,Sanskruti Motors,18.465327,73.9249152,5.0,1,100.0,1,10,Low,45000,Low
ChIJf5hDsHzqwjsRAmIGRi0jP-o,Mahesh Super Market,18.4760246,73.8944219,3.8,246,76.0,0,19,High,64980,Low
ChIJ92ohYULqwjsR2yol57ZceVg,Ramesh Market,18.4633307,73.9036761,4.1,10,82.0,1,10,Low,36900,Low
ChIJMRZ-LjrrwjsREmNozGkq2MI,Prakash Provision Store,18.4635311,73.90411619999999,4.0,3,80.0,1,10,Low,36000,Low
ChIJ5TTVCprrwjsR01xKB-tU5ds,Om Mataji Super Market,18.4565783,73.91132920000001,5.0,1,100.0,1,10,Low,45000,Low
ChIJZXfl8Y7rwjsR7dRhmFPYRLI,TULSI BAZAR,18.4480703,73.89891089999999,5.0,1,100.0,1,10,Low,45000,Low
ChIJOZxJnEnqwjsRNz_DfWpzcno,Prabhas Super Market,18.4491197,73.9097481,1.0,1,20.0,0,10,Low,9000,Low
ChIJyUPf9UPrwjsRrwV9_MGI9tE,SUPER MARKET,18.446898,73.9008028,3.7,3,74.0,0,10,Low,33300,Low
ChIJITZPMGHrwjsRZN5KUc6-UNs,Shree mart,18.446467,73.9058652,3.7,53,74.0,0,10,Medium,33300,Low
ChIJwab-xFjqwjsRhZk-e88zUF0,Ramdev Super Market,18.457268,73.89239069999999,3.9,12,78.0,0,10,Low,35100,Low
ChIJEcKUz8frwjsRXBUXT_syGH4,Reliance SMART Superstore,18.4510406,73.9141807,3.9,880,78.0,0,70,High,245700,Medium
ChIJBwqlAyzrwjsRZP3SDadqhIo,5.miracles Skating Club,18.4540304,73.890543,4.8,12,96.0,1,10,Low,43200,Low
ChIJu7q_E33qwjsRggQ20L68Ceo,VINAYAK SUPER SHOPEE,18.4614953,73.8909135,3.7,3,74.0,0,10,Low,33300,Low
ChIJrUOPazPrwjsRjpV-KVnorr4,Mahadev Fresh Mart,18.4458033,73.9117184,4.0,4,80.0,1,10,Low,36000,Low
ChIJSRGYoszrwjsRPA0sHjRWJlc,DWARKA FRESH MART,18.4457699,73.9117244,4.6,8,92.0,1,10,Low,41400,Low
ChIJD7njxJrrwjsRAvjhhTL2j7s,Shiv Dairy & Vegetable,18.4509887,73.916134,5.0,1,100.0,1,10,Low,45000,Low
ChIJte8mGvbqwjsRpWS5u_Lg6sM,RAJKAMAL SUPER MARKET,18.4565678,73.8886156,3.9,8,78.0,0,10,Low,35100,Low
ChIJX2uJH8rrwjsRRWzX_TC3Zgo,Rajlaxmi Super Market,18.4539147,73.8886177,4.8,6,96.0,1,10,Low,43200,Low
ChIJA-Rp6fvrwjsR7Y9WAMAwnIk,Bhavana Super Market,18.4506783,73.91664109999999,5.0,1,100.0,1,10,Low,45000,Low
ChIJY5xuCnvrwjsRL9jM2imfEWk,Mahesh super shopee,18.4623177,73.8898107,3.4,27,68.0,0,10,Medium,30599,Low
ChIJuaKtCPbqwjsRdB1eAykg7IE,Rameshwar Tredars,18.4572695,73.8881883,4.2,14,84.0,1,10,Low,37800,Low
ChIJE_gXaHvqwjsR9c3W5NGLv88,Rajdeep Super Market,18.4706929,73.9000812,2.3,3,46.0,0,10,Low,20700,Low
ChIJD_eEY2DqwjsR_jmPFwWoDJw,Lachoba Market,18.4650318,73.89000899999999,4.1,7,82.0,1,10,Low,36900,Low
ChIJMY6HRxvrwjsR1h-5LpYSvWY,Dwarka Fresh Mart | QUALITAIL,18.4482633,73.917163,5.0,7,100.0,1,10,Low,45000,Low
ChIJAQBZaA3qwjsRRtJky8xQvfw,Sagar Fresh Mart | QUALITAIL,18.46631199999999,73.91675,5.0,1,100.0,1,10,Low,45000,Low
ChIJ0RjnnPbqwjsRgYfRhZID9xE,Azhar Super Market,18.4569092,73.8858438,4.2,19,84.0,1,10,Low,37800,Low
ChIJN-76RnPrwjsR1akNLHejygU,BAGWAN SUPER MARKET,18.454663,73.8853553,5.0,3,100.0,1,10,Low,45000,Low
ChIJK99T32HqwjsRSoHhqvq-RVQ,Sonu Super Market,18.467504,73.8889509,5.0,2,100.0,1,10,Low,45000,Low
ChIJY2XPqK3rwjsRKZLxJgwFFwk,Shree Ganesh super shopee,18.4714029,73.9131651,2.5,4,50.0,0,10,Low,22500,Low
ChIJn_5_c7frwjsR6dfE2eOhwkY,Tazaacratte,18.4727143,73.91116319999999,5.0,2,100.0,1,10,Low,45000,Low
ChIJpdK0_2HqwjsRVGtPWdrKBEE,Solanki Super Market,18.469111,73.88908599999999,3.5,2,70.0,0,10,Low,31499,Low
ChIJNQ58PovqwjsRmBtxP8MNqaA,SAI GANESH SUPER MARKET,18.4643497,73.8849345,4.5,2,90.0,1,10,Low,40500,Low
ChIJmTA2Q2DrwjsREntP3OKuj3I,Mummy Daddy Super Shopee,18.4498904,73.8841963,5.0,5,100.0,1,10,Low,45000,Low
ChIJeXMlx3HqwjsR4VKrSgJb_EA,Tarasha designer boutique,18.4769117,73.9028426,4.7,47,94.0,1,10,Medium,101520,Low
ChIJuQEjxnHqwjsRGGDo2lqHmSU,Riva,18.4775172,73.904423,3.7,9,74.0,0,10,Low,79920,Low
ChIJfy_CTHPAwjsRwzhPtUqMn6o,Apollo Pharmacy Wanowrie Clinic Pharmacy,18.4792828,73.89619069999999,4.1,43,82.0,1,10,Medium,88560,Low
ChIJEx_3osjBwjsRhzuHL0zmkfw,The Perfume House,18.4715039,73.9225862,3.5,117,70.0,0,10,High,75600,Low
ChIJI_-ec33qwjsRQ2AgSSJR5nA,BODY BASICS,18.4782562,73.8902542,4.8,641,96.0,1,63,High,653184,High
ChIJI4VJKHrqwjsRwd-l_n6cGz0,Eye Care Opticals | Best Optician In Salunke Vihar,18.4814473,73.89827249999999,5.0,23,100.0,1,10,Medium,108000,Low
ChIJx8CknX3qwjsRk08q6-Bs_yQ,Bare Essentials | Best Lingerie Shop in Kondhwa,18.4781364,73.8888923,1.0,1,20.0,0,10,Low,21600,Low
ChIJM7TxmU_AwjsRgLDzytw9sHI,Fototrans,18.4823815,73.8962535,4.8,144,96.0,1,14,High,145152,Low
ChIJWSaBxJzqwjsRcfiAqvXQ2eQ,Alpanna Kreation,18.45280989999999,73.9015396,4.6,18,92.0,1,10,Low,99359,Low
ChIJn5Wyc0_qwjsR9zfFZw1whoc,EHIX Clothing,18.4520852,73.904118,4.6,7,92.0,1,10,Low,99359,Low
ChIJjQYWFEzrwjsRBPWkCqsa27o,Vrinark Creations,18.4595253,73.9084376,5.0,7,100.0,1,10,Low,108000,Low
ChIJ1bxIqj3rwjsRryTfZE4Sd_o,Parniks Collections,18.456665,73.909528,4.6,19,92.0,1,10,Low,99359,Low
ChIJkeEGm1vrwjsRQWFt94nMwzk,Amatullah Creations,18.4592071,73.9088827,5.0,2,100.0,1,10,Low,108000,Low
ChIJfViLyETrwjsRdAz0jfBbZHs,Wow Boutique,18.4593723,73.9090074,4.8,20,96.0,1,10,Medium,103680,Low
ChIJyezdUIrrwjsR0cQ8hZ0r1oA,Paridhan,18.4512115,73.9081106,5.0,1,100.0,1,10,Low,108000,Low
ChIJn26u_cPrwjsR0Hub45aFJD4,AF stories,18.46321039999999,73.90220339999999,4.0,1,80.0,1,10,Low,86400,Low
ChIJWcWZ3lfrwjsRMZ3gmqpMzX4,Olfactique Perfumes,18.46321039999999,73.90220339999999,5.0,7,100.0,1,10,Low,108000,Low
ChIJh3ewXlDqwjsRqu8lGSoTXIo,समर्थ वडेवाले,18.4510376,73.8980823,4.5,2,90.0,1,10,Low,97200,Low
ChIJ9dpR7efrwjsR3hDuWmHFYPQ,Star Baby Diapers (warehouse),18.4582328,73.8958079,5.0,9,100.0,1,10,Low,108000,Low
ChIJ_2Q5wYrqwjsRdyrj67Y_HeA,MAMA’S MAGIC,18.4582271,73.8957631,5.0,2,100.0,1,10,Low,108000,Low
ChIJt8KLFmHrwjsR_yJpQ0PyL0I,Peppermint Kids - Retail Store,18.4630733,73.90656419999999,4.9,78,98.0,1,10,Medium,105840,Low
ChIJnQJAnmbrwjsRRVP6kCxQRtM,FirstCry.com Store Pune NIBM,18.463051,73.9066399,4.8,726,96.0,1,71,High,736128,High
ChIJj1UGSEfqwjsRCUOrdBxmtJ0,Raj Traders,18.4591428,73.911129,4.4,10,88.0,1,10,Low,95040,Low
ChIJs2QalUHqwjsRZzMAOZ_5R8o,Louis Philippe(Factory Outlet),18.4635253,73.9079035,4.1,245,82.0,1,20,High,177120,Low
ChIJU92d-aPrwjsR7gFvU_UiEmw,VanHeusen Factory Outlet-NIBM,18.4635037,73.90814979999999,4.0,48,80.0,1,10,Medium,86400,Low
ChIJx_AEPO3rwjsRwBEke5BNE70,Klub Fox | NIBM | Pune,18.4634967,73.9082379,4.9,13,98.0,1,10,Low,105840,Low
ChIJOdhFL8jrwjsRL6h-DLs5dG4,Allen Solly - Factory Outlet NIBM,18.463504,73.9083162,4.4,39,88.0,1,10,Medium,95040,Low
