name,type,latitude,longitude,importance,source
Dr.Ranjeet Hospital,Hospital,18.5905216,73.7388887,3,OSM
Unknown Hospital,Hospital,18.5725172,73.8775563,3,OSM
Kodre Hospital,Hospital,18.5317166,73.9378623,3,OSM
ADITYA BIRLA MULTISPECIALITY HOSPITAL,Hospital,18.6081213,73.8008423,3,OSM
eshavari clinic,Hospital,18.5263062,73.8519014,3,OSM
skincare clinic,Hospital,18.4859046,73.8885861,3,OSM
Chandralok Hospital,Hospital,18.4803325,73.8610232,3,OSM
Annachatre Clinic,Hospital,18.4902121,73.8494687,3,OSM
Bhalerao Hospital,Hospital,18.6495039,73.7776817,3,OSM
Gold Rush Hospital,Hospital,18.550131,73.9372606,3,OSM
Joshi Multispeciality Hospital,Hospital,18.4468831,73.7999103,3,OSM
Bandal complex,Hospital,18.5072299,73.7947784,3,OSM
Kamat Hospital,Hospital,18.6297493,73.7802296,3,OSM
Sharad Hospital,Hospital,18.4684452,73.8189649,3,OSM
Dalvi Hospital,Hospital,18.5331448,73.8487703,3,OSM
"Inlaks and Budhrani Hospital,Sadhu Vaswani Mission's Medical Complex",Hospital,18.5350309,73.8873783,3,OSM
Naydu Rugnalay,Hospital,18.5313529,73.8690231,3,OSM
Jupiter Hospital,Hospital,18.565705,73.7859923,3,OSM
Dr Patil Ent Hospital,Hospital,18.6280866,73.8034772,3,OSM
Ruby Hospital,Hospital,18.5899062,73.863388,3,OSM
Unknown Hospital,Hospital,18.624225,73.8214375,3,OSM
Surya mother and child care super speciality Hospital,Hospital,18.5872647,73.7580719,3,OSM
Khinwsara Patil Hospital,Hospital,18.6068834,73.7684591,3,OSM
Aditya Birla Memorial Hospital,Hospital,18.6259753,73.7749966,3,OSM
Unknown Hospital,Hospital,18.5767203,73.8050444,3,OSM
थेरगाव रुग्णालय,Hospital,18.6135085,73.7814727,3,OSM
Global Hospital and Research Center,Hospital,18.6464415,73.7571549,3,OSM
Shatayu Hospital Hinjawadi,Hospital,18.5958537,73.7408967,3,OSM
Ruby hall Clinic,Hospital,18.5925514,73.7341234,3,OSM
Cradle maternity and women care,Hospital,18.5907775,73.7849492,3,OSM
Pandit Clinic,Hospital,18.4956181,73.8594427,3,OSM
lonkar,Hospital,18.5295135,73.9363445,3,OSM
Unknown Hospital,Hospital,18.4625338,73.7747535,3,OSM
Ruby Hall Clinic Hinjawadi,Hospital,18.5925314,73.7341294,3,OSM
Jupiter Hospital,Hospital,18.5655042,73.7860137,3,OSM
Yashwantrao Chavan Memorial Hospital,Hospital,18.6220146,73.8210657,3,OSM
PBMA H V Desai Eye Hospital,Hospital,18.4726519,73.9239903,3,OSM
Thergaon Hospital,Hospital,18.6133389,73.7816035,3,OSM
Asian Eye Hospital,Hospital,18.5315759,73.8758238,3,OSM
FIRST AID CENTER,Hospital,18.6085492,73.7480085,3,OSM
Unknown Hospital,Hospital,18.639993,73.8452946,3,OSM
Phoenix Marketcity,Mall,18.5593,73.7772,5,Manual
Seasons Mall,Mall,18.5204,73.8567,4,Manual
Amanora Town Centre,Mall,18.5089,73.9208,5,Manual
Westend Mall,Mall,18.5314,73.8446,3,Manual
Rajiv Gandhi Infotech Park,IT Park,18.5913,73.7371,5,Manual
Magarpatta City,IT Park,18.5158,73.9291,5,Manual
EON Free Zone,IT Park,18.5642,73.771,4,Manual
Hinjewadi IT Park Phase 1,IT Park,18.5913,73.7371,5,Manual
COEP,College,18.5287,73.8673,4,Manual
VIT Pune,College,18.4634,73.8671,3,Manual
Symbiosis,College,18.5089,73.8046,4,Manual
Pune University,College,18.5466,73.8252,5,Manual
Ruby Hall Clinic,Hospital,18.5204,73.8567,4,Manual
Jehangir Hospital,Hospital,18.5314,73.8446,4,Manual
Sahyadri Hospital,Hospital,18.5089,73.8046,3,Manual
