place_id,name,latitude,longitude,rating,user_ratings_total,location_score,success_label,daily_footfall,footfall_category,monthly_revenue,profitability,index_right,cell_id,distance_to_cell_center,center_lat,center_lon,competitor_count,nearest_m,road_density_km,major_dist_m,commercial_rent_per_sqft,rental_zone,tier,confidence,locality,locality_dist_m,total_population,ward_id,ward_name,ward_zone,ward_dist_m,footfall_generator_count,nearest_generator_m,transit_stop_count,nearest_transit_m,avg_monthly_income,property_price_sqft,purchasing_power_index,income_tier,distance_to_city_center,rent_to_income_ratio,transit_accessibility_score,footfall_accessibility_score,competition_density,market_saturation,connectivity_score,main_category,tech_hub_proximity,high_value_customer_score,showroom_accessibility,electronics_competition,electronics_market_potential
ChIJv_u1IsK_wjsRqBiXk7sN9-A,Intart Techsolutions Pvt. Ltd.,18.5073344,73.83021409999999,4.6,8,92.0,1,10,Low,248399,Medium,1677,cell_1677,0.0025645627705099,18.508645356879995,73.82800992798704,4,0.0,23781.476570670853,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,1500.5785442821357,91381,PMC_5,Karve Nagar,PMC,1639.480826480961,2,0.0,5,0.0,45000.0,5000.0,57.69,Unknown,3295.3731671007777,0.0006303359340926,5.0,2.0,0.0432989467531202,0.3945512472751304,23781.476570670853,retail_electronics,2,2596050.0,118907.38285335427,0.04329894675312023,55.295752171071065
ChIJYWXFp2XAwjsRM2-Q1AM0pno,Deepak Services,18.5023984,73.8210807,3.9,49,78.0,0,10,Medium,210600,Medium,1558,cell_1558,0.0028582097658224,18.504386050814137,73.81902677514584,13,0.0,32377.555069050304,0.0,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,1016.2066872946408,97187,PMC_4,Kothrud,PMC,1016.2066872946408,2,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,4353.161579869637,0.0006303359340926,2.0,2.0,0.1324004196074837,1.2128336458712343,32377.555069050304,retail_electronics,2,2596050.0,64755.11013810061,0.1324004196074837,50.94487691906428
ChIJV5iMp46_wjsRmZt0X7CMTCM,Sujata Computers Pvt Ltd,18.5088588,73.8313426,4.1,314,82.0,1,26,High,575640,High,1736,cell_1736,0.0011783961097771,18.508645356879995,73.83250150440765,11,0.0,35650.23617720867,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,1082.637694132594,78493,PMC_35,Sadashiv Peth,PMC,1586.6720178644932,2,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,2866.7881877978525,0.0006303359340926,2.0,2.0,0.1383769640094096,1.2430361723526155,35650.23617720867,retail_electronics,2,2596050.0,71300.47235441735,0.13837696400940963,50.67741339109102
ChIJv5hs3Iy_wjsRJ0ulSBo5W_g,Status Sales,18.5060557,73.8335828,4.2,130,84.0,1,11,High,249480,Medium,1735,cell_1735,0.0019892029966563,18.504386050814137,73.83250150440765,7,0.0,26333.75861748736,156.06609910802564,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,1455.222685765807,91381,PMC_5,Karve Nagar,PMC,1472.041319946787,3,0.0,1,173.38831049618017,45000.0,5000.0,57.69,Unknown,3111.434507007521,0.0006303359340926,0.852232795447859,3.0,0.0757731568179604,0.6904646827314783,22778.765537546195,retail_electronics,3,2596050.0,19412.811030914345,0.0757731568179604,53.62654722733721
ChIJ____P4-_wjsRgVkU4_TVc1c,Aspen Systems & Software,18.4956898,73.8376397,5.0,2,100.0,1,10,Low,270000,Medium,1792,cell_1792,0.0006704916208209,18.49586712078362,73.83699308082824,5,0.0,27919.048601605475,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,1505.4503327389696,83867,PMC_34,Dattawadi,PMC,897.3609938491136,1,86.99441848089918,1,82.13469324540347,45000.0,5000.0,57.69,Unknown,3429.224151212742,0.0006303359340926,0.9240993808274686,0.9199679253160508,0.0589157151778665,0.5326685629667509,27919.048601605475,retail_electronics,1,2596050.0,25799.97552603562,0.05891571517786654,54.48025671269765
ChIJbV6J-bu_wjsR7wum-Vml7eY,Telephone Shoppees,18.5090695,73.81175499999999,4.9,1371,98.0,1,138,High,3651480,High,1441,cell_1441,0.0017631537092285,18.508645356879995,73.81004362230465,18,0.0,32069.012729522223,0.0,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,10.890841565094888,97187,PMC_4,Kothrud,PMC,10.890841565094888,1,59.05381934624165,3,0.0,45000.0,5000.0,57.69,Unknown,5090.1172259088935,0.0006303359340926,3.0,0.9442390761758492,0.1833236579180543,1.6793081250524784,32069.012729522223,retail_electronics,1,2596050.0,96207.03818856667,0.18332365791805433,48.75251129644452
ChIJlaqqmue_wjsR69chmQEZbKo,"SHRINIDHI COMPUTERS | Expert Computer Rental Agency Providing Laptop Rentals ,Second hand computer and Laptop Repair Services",18.483473,73.8182169,4.5,44,90.0,1,10,Medium,243000,Medium,1553,cell_1553,0.0008967584135023,18.483087931304407,73.81902677514584,1,0.0,19123.42248579068,402.2835514830389,27.84,Central Pune,Grade B,High,Karve Nagar,369.16029043973214,83098,PMC_31,Sinhagad Road,PMC,757.1822363066316,1,89.62186770979315,1,424.3277694105524,45000.0,5000.0,57.69,Unknown,5744.098732805201,0.0006303359340926,0.7020855883571255,0.9177495694922464,0.0118908892006944,0.107413693097596,13637.343507000396,retail_electronics,1,2596050.0,9574.582339740598,0.011890889200694428,57.01207572445886
ChIJvebifOy_wjsRzk1RCpzPqbU,Cadnet Computers,18.4951697,73.8109772,4.7,23,94.0,1,10,Medium,253800,Medium,1438,cell_1438,0.0011653167220433,18.49586712078362,73.81004362230465,7,0.0,23153.79560356332,98.22714815754443,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,1103.8599775916691,91381,PMC_5,Karve Nagar,PMC,971.0162192271792,2,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,5625.327936623405,0.0006303359340926,1.0,2.0,0.0757731568179604,0.6904646827314783,21082.88403032797,retail_electronics,2,2596050.0,21082.88403032797,0.0757731568179604,53.62654722733721
ChIJj5dDPRO_wjsRUchYLttOOVk,Sai Infotech - Laptop Sales & Services,18.4899063,73.8125027,4.9,240,98.0,1,24,High,635040,High,1496,cell_1496,0.0026504946382177,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJpfPn_uq_wjsRopUypKoHbN0,Maharashtra Electronics Corporation,18.4970745,73.8135046,4.7,363,94.0,1,35,High,888300,High,1497,cell_1497,0.0015874187552877,18.49586712078362,73.81453519872525,8,0.0,37502.94493593039,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,925.9908149436436,91381,PMC_5,Karve Nagar,PMC,472.45540743825296,2,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,5216.192626659616,0.0006303359340926,2.0,2.0,0.0865978935062404,0.7891024945502609,37502.94493593039,retail_electronics,2,2596050.0,75005.88987186078,0.08659789350624046,53.0923171715763
ChIJ93WkLM-_wjsRuZgeSKzrmuc,Saurabh Electronics,18.4962557,73.80445639999999,4.9,39,98.0,1,10,Medium,264600,Medium,1379,cell_1379,0.0011625118109804,18.49586712078362,73.80555204588406,3,0.0,9368.898377155954,598.2271481575444,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,1103.8062509782612,77606,PMC_6,Warje Malwadi,PMC,834.9705608239833,1,488.93367209564894,2,0.0,45000.0,5000.0,57.69,Unknown,6043.887303799959,0.0006303359340926,2.0,0.6716215898271123,0.0381650255705671,0.3424422984727073,5862.056834634885,retail_electronics,1,2596050.0,11724.11366926977,0.03816502557056713,55.569200058819206
ChIJYWXFp2XAwjsRLRHtWwEhCOg,MobileSutra,18.4994567,73.8104535,4.0,4,80.0,1,10,Low,216000,Medium,1439,cell_1439,0.0007853774172014,18.500126638775043,73.81004362230465,12,0.0,26575.22470176092,147.46375893522054,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,603.9044619394851,97187,PMC_4,Kothrud,PMC,603.9044619394851,1,0.0,1,124.59873552620412,45000.0,5000.0,57.69,Unknown,5411.464346810995,0.0006303359340926,0.889206050487062,1.0,0.1222157719453695,1.1195387500349856,23159.968665521235,retail_electronics,1,2596050.0,20593.98426647225,0.12221577194536955,51.407226170056354
ChIJ8bKStl2_wjsRhz6BagSCgiM,TECHHOOD SOLUTION & SERVICES,18.4929779,73.815615,4.5,4,90.0,1,10,Low,243000,Medium,1496,cell_1496,0.0017446992740797,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJb9kicNy_wjsRUlbBbS26VHI,Vithai Plaza,18.4914863,73.8154544,4.0,1,80.0,1,10,Low,216000,Medium,1496,cell_1496,0.0009271567626582,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJE0NJN8G_wjsRuEVzbqXJdoM,Fotoquick Digital colour lab and studio,18.4987118,73.8132567,3.6,41,72.0,0,10,Medium,194400,Low,1498,cell_1498,0.0019069157689448,18.500126638775043,73.81453519872525,25,0.0,37021.2154072276,0.0,28.31,Central Pune,Grade B,Low,left bhusari colony Kothrud,790.9433865426234,91381,PMC_5,Karve Nagar,PMC,724.2564868891834,1,0.0,3,0.0,45000.0,5000.0,57.69,Unknown,4984.8177363730265,0.0006303359340926,3.0,1.0,0.2706184172070014,2.4659452954695653,37021.2154072276,retail_electronics,1,2596050.0,111063.64622168281,0.2706184172070014,45.40308814884862
ChIJPTbvXdm_wjsRNdmQbTagSos,Swamitej Enterprises,18.488068,73.813101,4.5,31,90.0,1,10,Medium,243000,Medium,1495,cell_1495,0.0016048867618443,18.487347767027387,73.81453519872525,9,0.0,33346.10204208189,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,647.7695712540299,91381,PMC_5,Karve Nagar,PMC,649.5234909025456,2,0.0,1,633.2201598291753,45000.0,5000.0,57.69,Unknown,5768.486042857425,0.0006303359340926,0.6122873232868946,2.0,0.0974226301945205,0.8877403063690436,33346.10204208189,retail_electronics,2,2596050.0,20417.39556139797,0.09742263019452052,52.56862617255699
ChIJhdNa8Qe_wjsRWPtBXNgwcwU,Radhika Car Decor,18.4880508,73.81314449999999,4.7,12,94.0,1,10,Low,253800,Medium,1495,cell_1495,0.0015582998123017,18.487347767027387,73.81453519872525,9,0.0,33346.10204208189,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,647.7695712540299,91381,PMC_5,Karve Nagar,PMC,649.5234909025456,2,0.0,1,633.2201598291753,45000.0,5000.0,57.69,Unknown,5768.486042857425,0.0006303359340926,0.6122873232868946,2.0,0.0974226301945205,0.8877403063690436,33346.10204208189,retail_electronics,2,2596050.0,20417.39556139797,0.09742263019452052,52.56862617255699
ChIJwR9-4dy_wjsR0gnOe6imzFY,Om Dish Shopee & Electronics,18.489965,73.8153627,3.0,2,60.0,0,10,Low,162000,Low,1496,cell_1496,0.0018391721771756,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJZYpfON2_wjsRGFgcV3HHG6Q,Raka Chandrakala Girish Daklia ( TYRES & COMPUTER & IT & CCTV ),18.4914587,73.8166972,4.7,7,94.0,1,10,Low,253800,Medium,1496,cell_1496,0.0021671155986129,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJDVcdC7fBwjsRVXEXt-NTk5k,Siddhi Infotech,18.4896587,73.8157969,5.0,4,100.0,1,10,Low,270000,Medium,1496,cell_1496,0.0023215725944265,18.49160749686076,73.81453519872525,8,0.0,30075.66424902804,0.0,27.84,Central Pune,Grade B,High,Karve Nagar,667.6480662188616,91381,PMC_5,Karve Nagar,PMC,469.6583859845996,1,33.39941221498884,1,140.16285485657863,45000.0,5000.0,57.69,Unknown,5478.837664425872,0.0006303359340926,0.8770676888309875,0.9676800549524212,0.0865978935062404,0.7891024945502609,30075.66424902804,retail_electronics,1,2596050.0,26378.39333295178,0.08659789350624046,53.0923171715763
ChIJ46iodhjAwjsRd9D2gtO86Pw,EduTech,18.5113827,73.8489512,4.9,12,98.0,1,10,Low,264600,Medium,1973,cell_1973,0.0021485238529446,18.51290455695171,73.85046781009004,66,0.0,31215.05966831131,114.49228548817337,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,0.0,78493,PMC_35,Sadashiv Peth,PMC,0.0,4,0.0,3,0.0,45000.0,5000.0,78.49,Medium,1061.3411217880528,0.0007822048398924,3.0,4.0,0.8302617840564579,7.458217034115693,28008.322780483308,retail_electronics,4,3532050.0,84024.96834144992,0.8302617840564579,42.88457568405352
ChIJNRNq2vS_wjsRxLwa0D-HjgU,Patronics Systems,18.5044692,73.83836819999999,5.0,7,100.0,1,10,Low,270000,Medium,1794,cell_1794,0.0013776307646232,18.504386050814137,73.83699308082824,3,0.0,25980.291474717436,394.6735668365488,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,1240.178001080609,83867,PMC_34,Dattawadi,PMC,1189.8625625129816,1,0.0,1,415.48239815048873,45000.0,5000.0,57.69,Unknown,2736.519197468079,0.0006303359340926,0.706472931988861,1.0,0.0353494291067199,0.3196011377800505,18628.223903064936,retail_electronics,1,2596050.0,13160.335958543268,0.035349429106719926,55.720318549626136
ChIJ____w6XqwjsRJqxBaTF0APU,Askari Infotech,18.48526979999999,73.85093200000001,5.0,6,100.0,1,10,Low,270000,Medium,1967,cell_1967,0.0021291827632854,18.487347767027387,73.85046781009004,29,0.0,30539.24501220673,514.0735976891592,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,2514.677624567179,76550,PMC_28,Parvati,PMC,376.97251282818615,2,0.0,1,56.47723127016798,45000.0,5000.0,57.69,Unknown,3733.531228339262,0.0006303359340926,0.9465419323781664,2.0,0.3739522888459058,3.350664355863662,20170.251339708306,retail_electronics,2,2596050.0,19091.9886796408,0.37395228884590587,41.988357578601594
ChIJwf7YLfS_wjsRfgvIDyv__Gs,Toshvi Computer Services Private Limited,18.4988689,73.83860729999999,4.2,39,84.0,1,10,Medium,226800,Medium,1793,cell_1793,0.0020463651582035,18.500126638775043,73.83699308082824,2,0.0,20665.316763505245,114.83203999335706,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,1709.6907510806077,83867,PMC_34,Dattawadi,PMC,940.4347821954992,1,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,3065.893836591285,0.0006303359340926,2.0,1.0,0.0235662860711466,0.2130674251867003,18536.70868988335,retail_electronics,1,2596050.0,37073.4173797667,0.023566286071146615,56.361762579575675
ChIJ2XhjhIq_wjsRhBf5vfBYrZ0,Switch Design & Branding,18.507833,73.841482,3.4,7,68.0,0,10,Low,183599,Low,1854,cell_1854,0.0008123612259608,18.508645356879995,73.84148465724884,6,0.0,22136.19589567811,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,695.5686884112656,78493,PMC_35,Sadashiv Peth,PMC,586.7877264228619,3,0.0,1,190.38263869800883,45000.0,5000.0,57.69,Unknown,2069.344315342057,0.0006303359340926,0.8400660153223997,3.0,0.0754783440051325,0.678019730374154,22136.19589567811,retail_electronics,3,2596050.0,18595.865880478366,0.07547834400513254,53.64124747055314
ChIJp5mpEXPAwjsRbFJQ6Sa8xHA,Music Lovers,18.5074614,73.851327,4.3,580,86.0,1,51,High,1184220,High,1972,cell_1972,0.0014628606205186,18.508645356879995,73.85046781009004,34,0.0,31202.785987957413,105.92600252924429,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,14.67762456741184,78493,PMC_35,Sadashiv Peth,PMC,14.67762456741184,2,0.0,1,317.2800366555397,45000.0,5000.0,57.69,Unknown,1462.9440357842566,0.0006303359340926,0.7591400250313621,2.0,0.4277106160290843,3.842111805453539,28214.171578023197,retail_electronics,2,2596050.0,21418.506917979677,0.42771061602908433,40.40734820649732
ChIJUywr2RXAwjsRO_652QWosyQ,YASH COMPUTRES - यश कॉम्प्युटर्स,18.500905,73.8393378,4.7,33,94.0,1,10,Medium,253800,Medium,1852,cell_1852,0.0022836029084403,18.500126638775043,73.84148465724884,5,0.0,38040.470445443,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,1340.5251433938663,83867,PMC_34,Dattawadi,PMC,486.8845712424893,2,0.0,1,42.06418895628303,45000.0,5000.0,57.69,Unknown,2766.9048417949043,0.0006303359340926,0.9596337832140516,2.0,0.0589157151778665,0.5326685629667509,38040.470445443,retail_electronics,2,2596050.0,36504.92056880279,0.05891571517786654,54.48025671269765
ChIJHa_uCs-5wjsRyBcZQwnm-JY,Gaze IT Solutions Private Limited,18.5026392,73.844867,4.9,99,98.0,1,10,Medium,264600,Medium,1912,cell_1912,0.0020692721184747,18.504386050814137,73.84597623366945,6,0.0,33554.36340299767,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,637.4129205189831,78493,PMC_35,Sadashiv Peth,PMC,521.9131462713389,2,0.0,1,133.8980861394666,45000.0,5000.0,57.69,Unknown,2109.3427992393345,0.0006303359340926,0.8819134737273051,2.0,0.0754783440051325,0.678019730374154,33554.36340299767,retail_electronics,2,2596050.0,29592.04518744603,0.07547834400513254,53.64124747055314
ChIJ____vyLAwjsRcK0beIZbV4w,ACS Infotech Old Laptops Dealer,18.5104296,73.8464642,3.8,159,76.0,0,12,High,246240,Medium,1913,cell_1913,0.001849766107115,18.508645356879995,73.84597623366945,37,0.0,33609.19892721213,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,376.3211483259576,78493,PMC_35,Sadashiv Peth,PMC,87.83910110922022,4,0.0,1,248.4319687746465,45000.0,5000.0,57.69,Unknown,1728.2670732170914,0.0006303359340926,0.801004800430987,4.0,0.4654497880316506,4.181121670640616,33609.19892721213,retail_electronics,4,2596050.0,26921.129679336893,0.4654497880316506,39.3667531096289
ChIJsS6OURLAwjsRTAh_A3Nv0Sc,Indpro Electronic Systems (India) Private Limited,18.5027914,73.8572129,5.0,5,100.0,1,10,Low,270000,Medium,2089,cell_2089,0.002748060571232,18.504386050814137,73.85945096293122,11,0.0,42752.56499393569,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,808.8421494492518,84660,PMC_36,Tilak Road,PMC,346.5673340645432,3,0.0,1,206.1022767352406,45000.0,5000.0,57.69,Unknown,1804.140468353156,0.0006303359340926,0.8291170817676158,3.0,0.1284146626196591,1.1620536657511094,42752.56499393569,retail_electronics,3,2596050.0,35446.881925852285,0.12841466261965911,51.12482309124767
ChIJ_____3TAwjsRGc0ZVCcLSjs,Pearltech System (pcpune),18.5056266,73.8504937,4.7,834,94.0,1,80,High,2030400,High,1971,cell_1971,0.0012408193139943,18.504386050814137,73.85046781009004,4,0.0,31501.424925040643,93.51969342306256,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,514.677624567179,84660,PMC_36,Tilak Road,PMC,450.0595888911048,4,0.0,1,219.09309702019976,45000.0,5000.0,57.69,Unknown,1898.0527248917736,0.0006303359340926,0.8202818984409609,4.0,0.0466962409526033,0.4225649693640397,28807.36864137418,retail_electronics,4,2596050.0,23630.16303823502,0.046696240952603316,55.11627704662057
ChIJYWXFp2XAwjsRwjRaa9ep4wk,Bitscan Services Pvt Ltd,18.5077121,73.8350832,3.4,5,68.0,0,10,Low,183599,Low,1795,cell_1795,0.0021257029853969,18.508645356879995,73.83699308082824,2,0.0,21283.039756011945,0.0,34.5,Central Pune,Grade A,Low,Deccan Gymkhana,769.7225382912899,78493,PMC_35,Sadashiv Peth,PMC,1086.7032548388484,3,0.0,2,0.0,45000.0,5000.0,57.69,Unknown,2454.7997287439407,0.0006303359340926,2.0,3.0,0.0251594480017108,0.2260065767913846,21283.039756011945,retail_electronics,3,2596050.0,42566.07951202389,0.025159448001710844,56.27417287374376
ChIJ_a7wjBDAwjsR0kJvYWGYbmU,SB Computers,18.4966395,73.8567261,4.9,1153,98.0,1,116,High,3069360,High,2028,cell_2028,0.0019281717266327,18.49586712078362,73.85495938651064,11,0.0,46603.94438260108,59.992887643165886,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,1519.7419768235234,83867,PMC_34,Dattawadi,PMC,602.6390061508864,1,0.0,1,0.0,45000.0,5000.0,57.69,Unknown,2734.0989667665704,0.0006303359340926,1.0,1.0,0.1296145733913064,1.171870838526852,43966.280270259456,retail_electronics,1,2596050.0,43966.280270259456,0.1296145733913064,51.07051675759125
ChIJk8Js3XLAwjsRhdOzAYni1iQ,ARIHANT COMPUTERS,18.5087942,73.8511388,4.3,958,86.0,1,84,High,1950480,High,1972,cell_1972,0.000687300322745,18.508645356879995,73.85046781009004,34,0.0,31202.785987957413,105.92600252924429,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,14.67762456741184,78493,PMC_35,Sadashiv Peth,PMC,14.67762456741184,2,0.0,1,317.2800366555397,45000.0,5000.0,57.69,Unknown,1462.9440357842566,0.0006303359340926,0.7591400250313621,2.0,0.4277106160290843,3.842111805453539,28214.171578023197,retail_electronics,2,2596050.0,21418.506917979677,0.42771061602908433,40.40734820649732
ChIJf4uURxfAwjsRZCIoj2iIPe8,HP World (Omen Playground) Gaming & Laptop Store - Pune,18.5098326,73.8468833,4.3,1736,86.0,1,153,High,3552660,High,1913,cell_1913,0.0014940935559807,18.508645356879995,73.84597623366945,37,0.0,33609.19892721213,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,376.3211483259576,78493,PMC_35,Sadashiv Peth,PMC,87.83910110922022,4,0.0,1,248.4319687746465,45000.0,5000.0,57.69,Unknown,1728.2670732170914,0.0006303359340926,0.801004800430987,4.0,0.4654497880316506,4.181121670640616,33609.19892721213,retail_electronics,4,2596050.0,26921.129679336893,0.4654497880316506,39.3667531096289
ChIJy7cuKnTAwjsRR-YEzw5QQNQ,ASUS Exclusive Store - Real Computers,18.509907,73.8468549,4.8,1687,96.0,1,166,High,4302720,High,1913,cell_1913,0.0015374647581954,18.508645356879995,73.84597623366945,37,0.0,33609.19892721213,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,376.3211483259576,78493,PMC_35,Sadashiv Peth,PMC,87.83910110922022,4,0.0,1,248.4319687746465,45000.0,5000.0,57.69,Unknown,1728.2670732170914,0.0006303359340926,0.801004800430987,4.0,0.4654497880316506,4.181121670640616,33609.19892721213,retail_electronics,4,2596050.0,26921.129679336893,0.4654497880316506,39.3667531096289
ChIJReZKliHAwjsRuhEXJw9lTnY,Opal Computers,18.4927336,73.85898159999999,4.3,30,86.0,1,10,Medium,232200,Medium,2086,cell_2086,0.0012200040333627,18.49160749686076,73.85945096293122,15,0.0,32595.762266812493,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,2109.0894946462618,76550,PMC_28,Parvati,PMC,168.23867473184455,2,0.0,1,447.9121338524192,45000.0,5000.0,57.69,Unknown,3214.6943950422647,0.0006303359340926,0.6906496441461044,2.0,0.1934235976789168,1.7331022530329288,32595.762266812493,retail_electronics,2,2596050.0,22512.251610245065,0.19342359767891684,48.339918962722855
ChIJyeZkgG3AwjsRTDTlpiWJxAI,PNP SALES SYSTEM,18.5082246,73.8552076,4.5,42,90.0,1,10,Medium,243000,Medium,2031,cell_2031,0.0004885143686429,18.508645356879995,73.85495938651063,15,0.0,37804.48198064373,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,124.8310955569184,84660,PMC_36,Tilak Road,PMC,0.0,1,0.0,1,250.41593402065337,25000.0,3000.0,50.8,Low,1319.8789423146463,0.0014079436822527,0.7997338907738861,1.0,0.1751109035722624,1.584618635115149,37804.48198064373,retail_electronics,1,1270000.0,30233.525463071477,0.17511090357226244,43.22996224915557
ChIJOf1EznLAwjsRwmqzS8yBHds,Sony Center-Suyog Pasad Digital,18.5069229,73.8514326,4.2,4091,84.0,1,353,High,8006040,High,1972,cell_1972,0.0019742535991614,18.508645356879995,73.85046781009004,34,0.0,31202.785987957413,105.92600252924429,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,14.67762456741184,78493,PMC_35,Sadashiv Peth,PMC,14.67762456741184,2,0.0,1,317.2800366555397,45000.0,5000.0,57.69,Unknown,1462.9440357842566,0.0006303359340926,0.7591400250313621,2.0,0.4277106160290843,3.842111805453539,28214.171578023197,retail_electronics,2,2596050.0,21418.506917979677,0.42771061602908433,40.40734820649732
ChIJ_____3TAwjsR8-Y7DEqwFLg,Raj Sales,18.5097941,73.8490118,5.0,3,100.0,1,10,Low,270000,Medium,1972,cell_1972,0.0018546094300559,18.508645356879995,73.85046781009004,34,0.0,31202.785987957413,105.92600252924429,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,14.67762456741184,78493,PMC_35,Sadashiv Peth,PMC,14.67762456741184,2,0.0,1,317.2800366555397,45000.0,5000.0,57.69,Unknown,1462.9440357842566,0.0006303359340926,0.7591400250313621,2.0,0.4277106160290843,3.842111805453539,28214.171578023197,retail_electronics,2,2596050.0,21418.506917979677,0.42771061602908433,40.40734820649732
ChIJt55KGXLAwjsRAFJYweZ2HtI,Rushali Enterprises,18.5098224,73.84596719999999,5.0,8,100.0,1,10,Low,270000,Medium,1913,cell_1913,0.0011770777856778,18.508645356879995,73.84597623366945,37,0.0,33609.19892721213,0.0,35.2,Central Pune,Grade A,Medium,Sadashiv Peth,376.3211483259576,78493,PMC_35,Sadashiv Peth,PMC,87.83910110922022,4,0.0,1,248.4319687746465,45000.0,5000.0,57.69,Unknown,1728.2670732170914,0.0006303359340926,0.801004800430987,4.0,0.4654497880316506,4.181121670640616,33609.19892721213,retail_electronics,4,2596050.0,26921.129679336893,0.4654497880316506,39.3667531096289
